01	02	00	-9.26498	8.23702	1759	5022	4.84978	8.29909	1730	4978	14.1148	0.983513	0.991239	-31.7494	29.3628	246	2899	61.5447	18.8487	230	2282	93.2941	0.934959	0.787168
01	02	05	-9.81393	8.7705	1766	5223	4.47815	7.64064	1678	4777	14.2921	0.95017	0.914608	-29.9885	29.4771	242	3092	63.0435	18.7267	204	2118	93.0319	0.842975	0.684994
01	02	10	-10.5153	10.0397	1787	5528	3.99451	6.90561	1614	4467	14.5098	0.90319	0.808068	-28.6512	29.4466	279	3421	65.1099	18.5116	180	1875	93.7611	0.645161	0.548085
01	02	15	-11.0714	10.5911	1796	5848	3.62184	6.12291	1533	4141	14.6932	0.853563	0.708105	-27.0598	29.2521	325	3743	66.8775	18.0765	158	1656	93.9373	0.486154	0.442426
01	02	20	-11.4514	11.0616	1786	5967	3.34794	5.69484	1624	4011	14.7993	0.909295	0.672197	-26.0625	29.0053	330	3911	67.6519	17.7328	137	1452	93.7144	0.415152	0.371261
01	02	25	-12.1431	11.89	1835	6359	3.09503	5.08037	1487	3607	15.2381	0.810354	0.567228	-24.1389	28.8474	381	4302	69.6346	17.034	130	1260	93.7734	0.341207	0.292887
01	02	30	-12.824	12.6479	1908	6568	3.02153	6.33201	1462	3387	15.8455	0.766247	0.515682	-22.9703	29.357	425	4518	70.7635	16.6767	123	1091	93.7338	0.289412	0.241479
01	02	35	-13.5102	13.5054	1906	6735	2.9003	6.65433	1480	3195	16.4105	0.776495	0.474388	-21.7361	29.3237	433	4790	72.4867	17.4533	101	934	94.2228	0.233256	0.19499
01	02	40	-13.6827	13.8931	2107	7153	3.28432	9.20326	1325	2744	16.967	0.628856	0.383615	-20.9098	29.323	508	5071	70.5757	20.3954	89	708	91.4854	0.175197	0.139617
01	02	45	-14.1535	14.4056	2053	7253	4.2779	12.1478	1363	2633	18.4314	0.663906	0.363022	-20.2222	29.2149	531	5273	68.7167	24.3532	74	618	88.9389	0.13936	0.117201
01	02	50	-15.1547	15.2067	2024	7575	5.71511	15.4499	1223	2298	20.8698	0.604249	0.303366	-18.0815	28.4489	570	5662	59.4882	29.8607	94	485	77.5697	0.164912	0.0856588
01	02	55	-16.0946	16.0569	1963	7723	8.86366	18.9476	1060	2125	24.9582	0.53999	0.275152	-17.2095	28.7022	610	5973	45.052	27.4772	159	522	62.2615	0.260656	0.0873933
01	02	60	-16.9147	16.7347	1937	7906	14.42	22.681	882	1885	31.3348	0.455343	0.238427	-15.6955	28.2079	669	6272	32.7945	14.0437	200	661	48.4899	0.298954	0.105389
01	02	65	-18.0241	17.5194	1766	7991	20.2681	23.5747	628	1764	38.2923	0.355606	0.220748	-14.5471	27.8337	750	6572	31.424	6.18994	282	968	45.9711	0.376	0.147292
01	02	70	-19.2698	17.9237	1534	7931	27.6524	22.8736	329	1790	46.9222	0.214472	0.225697	-12.8545	27.1419	798	6821	32.9866	7.17146	355	1418	45.8411	0.444862	0.207887
01	02	75	-21.5874	19.06	1290	7599	33.1619	19.8725	323	2035	54.7493	0.250388	0.267798	-10.642	26.2473	833	6963	34.3824	8.6435	473	2096	45.0244	0.567827	0.30102
01	02	80	-24.2752	19.0664	1120	6804	31.2462	18.94	469	2826	55.5214	0.41875	0.415344	-7.71842	23.9346	893	6732	36.6956	10.3572	589	2963	44.414	0.659574	0.440137
01	02	85	-26.0327	18.7285	991	5825	27.7284	17.9916	727	3732	53.7611	0.733602	0.640687	-4.83537	21.0062	851	6071	39.4785	12.6755	678	3890	44.3139	0.79671	0.640751
